file_path,dir_name,file_name,format,resolution,ratio,mode,file_size_mb
data/reid_cat\0002\0002_015.JPG,0002,0002_015,JPEG,7990272,1.33,RGB,0.8248910903930664
data/reid_cat\0002\0002_016.JPG,0002,0002_016,JPEG,7990272,1.33,RGB,0.9863061904907227
data/reid_cat\0002\0002_017.JPG,0002,0002_017,JPEG,7990272,1.33,RGB,1.0098962783813477
data/reid_cat\0002\0002_018.JPG,0002,0002_018,JPEG,7990272,1.33,RGB,0.8078556060791016
data/reid_cat\0002\0002_019.JPG,0002,0002_019,JPEG,4167040,1.78,RGB,0.5880661010742188
data/reid_cat\0003\0003_000.JPG,0003,0003_000,JPEG,7990272,1.33,RGB,0.6189479827880859
data/reid_cat\0003\0003_001.JPG,0003,0003_001,JPEG,7990272,1.33,RGB,0.8094587326049805
data/reid_cat\0003\0003_002.JPG,0003,0003_002,JPEG,7990272,1.33,RGB,0.7899503707885742
data/reid_cat\0003\0003_003.JPG,0003,0003_003,JPEG,7990272,1.33,RGB,0.7808723449707031
data/reid_cat\0003\0003_004.JPG,0003,0003_004,JPEG,7990272,1.33,RGB,0.7925424575805664
data/reid_cat\0003\0003_005.JPG,0003,0003_005,JPEG,7990272,1.33,RGB,0.731867790222168
data/reid_cat\0003\0003_006.JPG,0003,0003_006,JPEG,7990272,1.33,RGB,0.6767721176147461
data/reid_cat\0003\0003_007.JPG,0003,0003_007,JPEG,7990272,1.33,RGB,0.6185827255249023
data/reid_cat\0003\0003_008.JPG,0003,0003_008,JPEG,7990272,1.33,RGB,0.6863203048706055
data/reid_cat\0003\0003_009.JPG,0003,0003_009,JPEG,7990272,1.33,RGB,0.7297325134277344
data/reid_cat\0003\0003_010.JPG,0003,0003_010,JPEG,7990272,1.33,RGB,0.6681108474731445
data/reid_cat\0003\0003_011.JPG,0003,0003_011,JPEG,7990272,1.33,RGB,0.7717189788818359
data/reid_cat\0003\0003_012.JPG,0003,0003_012,JPEG,7990272,1.33,RGB,0.6835813522338867
data/reid_cat\0003\0003_013.JPG,0003,0003_013,JPEG,7990272,1.33,RGB,0.7128620147705078
data/reid_cat\0003\0003_014.JPG,0003,0003_014,JPEG,7990272,1.33,RGB,0.6880521774291992
data/reid_cat\0004\0004_000.JPG,0004,0004_000,JPEG,7990272,1.33,RGB,1.0189952850341797
data/reid_cat\0004\0004_001.JPG,0004,0004_001,JPEG,7990272,1.33,RGB,1.0075044631958008
data/reid_cat\0004\0004_002.JPG,0004,0004_002,JPEG,7990272,1.33,RGB,0.9648752212524414
data/reid_cat\0004\0004_003.JPG,0004,0004_003,JPEG,7990272,1.33,RGB,0.9073066711425781
data/reid_cat\0004\0004_004.JPG,0004,0004_004,JPEG,7990272,1.33,RGB,0.9652814865112305
data/reid_cat\0004\0004_005.JPG,0004,0004_005,JPEG,7990272,1.33,RGB,0.9267139434814453
data/reid_cat\0004\0004_006.JPG,0004,0004_006,JPEG,7990272,1.33,RGB,1.1171846389770508
data/reid_cat\0004\0004_007.JPG,0004,0004_007,JPEG,7990272,1.33,RGB,1.0175971984863281
data/reid_cat\0004\0004_008.JPG,0004,0004_008,JPEG,7990272,1.33,RGB,0.9745016098022461
data/reid_cat\0004\0004_009.JPG,0004,0004_009,JPEG,7990272,1.33,RGB,0.9466609954833984
data/reid_cat\0004\0004_010.JPG,0004,0004_010,JPEG,7990272,1.33,RGB,0.9438037872314453
data/reid_cat\0004\0004_011.JPG,0004,0004_011,JPEG,7990272,1.33,RGB,0.9230308532714844
data/reid_cat\0004\0004_012.JPG,0004,0004_012,JPEG,7990272,1.33,RGB,1.0456886291503906
data/reid_cat\0004\0004_013.JPG,0004,0004_013,JPEG,7990272,1.33,RGB,1.028580665588379
data/reid_cat\0004\0004_014.JPG,0004,0004_014,JPEG,7990272,1.33,RGB,1.0014448165893555
data/reid_cat\0004\0004_015.JPG,0004,0004_015,JPEG,7990272,1.33,RGB,0.9855976104736328
data/reid_cat\0004\0004_016.JPG,0004,0004_016,JPEG,7990272,1.33,RGB,0.9702587127685547
data/reid_cat\0004\0004_017.JPG,0004,0004_017,JPEG,7990272,1.33,RGB,0.9055318832397461
data/reid_cat\0004\0004_018.JPG,0004,0004_018,JPEG,7990272,1.33,RGB,0.8728733062744141
data/reid_cat\0004\0004_019.JPG,0004,0004_019,JPEG,7990272,1.33,RGB,0.8610067367553711
data/reid_cat\0004\0004_020.JPG,0004,0004_020,JPEG,7990272,1.33,RGB,0.8285226821899414
data/reid_cat\0004\0004_021.JPG,0004,0004_021,JPEG,7990272,1.33,RGB,1.0798377990722656
data/reid_cat\0004\0004_022.JPG,0004,0004_022,JPEG,7990272,1.33,RGB,1.0892181396484375
data/reid_cat\0004\0004_023.JPG,0004,0004_023,JPEG,7990272,1.33,RGB,1.0575199127197266
data/reid_cat\0004\0004_024.JPG,0004,0004_024,JPEG,7990272,1.33,RGB,0.8697061538696289
data/reid_cat\0004\0004_025.JPG,0004,0004_025,JPEG,7990272,1.33,RGB,0.7886629104614258
data/reid_cat\0004\0004_026.JPG,0004,0004_026,JPEG,7990272,1.33,RGB,0.9167680740356445
data/reid_cat\0004\0004_027.JPG,0004,0004_027,JPEG,7990272,1.33,RGB,1.0646800994873047
data/reid_cat\0004\0004_028.JPG,0004,0004_028,JPEG,7990272,1.33,RGB,1.065739631652832
data/reid_cat\0004\0004_029.JPG,0004,0004_029,JPEG,7990272,1.33,RGB,1.0877676010131836
data/reid_cat\0004\0004_030.JPG,0004,0004_030,JPEG,7990272,1.33,RGB,1.0972585678100586
data/reid_cat\0004\0004_031.JPG,0004,0004_031,JPEG,7990272,1.33,RGB,1.1051578521728516
data/reid_cat\0004\0004_032.JPG,0004,0004_032,JPEG,7990272,1.33,RGB,1.0335474014282227
data/reid_cat\0004\0004_033.JPG,0004,0004_033,JPEG,7990272,1.33,RGB,0.8152227401733398
data/reid_cat\0004\0004_034.JPG,0004,0004_034,JPEG,7990272,1.33,RGB,0.9012317657470703
data/reid_cat\0004\0004_035.JPG,0004,0004_035,JPEG,7990272,1.33,RGB,0.8733434677124023
data/reid_cat\0004\0004_036.JPG,0004,0004_036,JPEG,7990272,1.33,RGB,0.8247003555297852
data/reid_cat\0004\0004_037.JPG,0004,0004_037,JPEG,7990272,1.33,RGB,0.8412904739379883
data/reid_cat\0004\0004_038.JPG,0004,0004_038,JPEG,14155776,1.5,RGB,1.1098270416259766
data/reid_cat\0004\0004_039.JPG,0004,0004_039,JPEG,14155776,1.5,RGB,1.040914535522461
data/reid_cat\0004\0004_040.JPG,0004,0004_040,JPEG,14155776,1.5,RGB,0.8245840072631836
data/reid_cat\0004\0004_041.JPG,0004,0004_041,JPEG,14155776,1.5,RGB,0.9346494674682617
data/reid_cat\0004\0004_042.JPG,0004,0004_042,JPEG,14155776,1.5,RGB,0.927520751953125
data/reid_cat\0004\0004_043.JPG,0004,0004_043,JPEG,14155776,1.5,RGB,0.9720449447631836
data/reid_cat\0004\0004_044.JPG,0004,0004_044,JPEG,14155776,1.5,RGB,0.9530725479125977
data/reid_cat\0004\0004_045.JPG,0004,0004_045,JPEG,14155776,1.5,RGB,1.0091724395751953
data/reid_cat\0004\0004_046.JPG,0004,0004_046,JPEG,14155776,1.5,RGB,1.2173690795898438
data/reid_cat\0004\0004_047.JPG,0004,0004_047,JPEG,14155776,1.5,RGB,1.2599458694458008
data/reid_cat\0004\0004_048.JPG,0004,0004_048,JPEG,14155776,1.5,RGB,1.1870079040527344
data/reid_cat\0004\0004_049.JPG,0004,0004_049,JPEG,14155776,1.5,RGB,1.2869758605957031
data/reid_cat\0004\0004_050.JPG,0004,0004_050,JPEG,14155776,1.5,RGB,1.3419837951660156
data/reid_cat\0004\0004_051.JPG,0004,0004_051,JPEG,14155776,1.5,RGB,1.2782840728759766
data/reid_cat\0004\0004_052.JPG,0004,0004_052,JPEG,14155776,1.5,RGB,1.1041393280029297
data/reid_cat\0004\0004_053.JPG,0004,0004_053,JPEG,14155776,1.5,RGB,1.456538200378418
data/reid_cat\0004\0004_054.JPG,0004,0004_054,JPEG,14155776,1.5,RGB,1.2186603546142578
data/reid_cat\0004\0004_055.JPG,0004,0004_055,JPEG,14155776,1.5,RGB,1.3759164810180664
data/reid_cat\0005\0005_000.JPG,0005,0005_000,JPEG,7990272,1.33,RGB,0.6188449859619141
data/reid_cat\0005\0005_001.JPG,0005,0005_001,JPEG,7990272,1.33,RGB,0.6735744476318359
data/reid_cat\0005\0005_002.JPG,0005,0005_002,JPEG,7990272,1.33,RGB,0.7173919677734375
data/reid_cat\0005\0005_003.JPG,0005,0005_003,JPEG,7990272,1.33,RGB,0.742457389831543
data/reid_cat\0005\0005_004.JPG,0005,0005_004,JPEG,7990272,1.33,RGB,0.7325019836425781
data/reid_cat\0005\0005_005.JPG,0005,0005_005,JPEG,7990272,1.33,RGB,0.7160930633544922
data/reid_cat\0005\0005_006.JPG,0005,0005_006,JPEG,7990272,1.33,RGB,0.7181463241577148
data/reid_cat\0005\0005_007.JPG,0005,0005_007,JPEG,7990272,1.33,RGB,0.6970300674438477
data/reid_cat\0005\0005_008.JPG,0005,0005_008,JPEG,7990272,1.33,RGB,0.7011709213256836
data/reid_cat\0005\0005_009.JPG,0005,0005_009,JPEG,7990272,1.33,RGB,0.6871128082275391
data/reid_cat\0005\0005_010.JPG,0005,0005_010,JPEG,7990272,1.33,RGB,0.698328971862793
data/reid_cat\0005\0005_011.JPG,0005,0005_011,JPEG,7990272,1.33,RGB,0.7030477523803711
data/reid_cat\0005\0005_012.JPG,0005,0005_012,JPEG,7990272,1.33,RGB,0.6281356811523438
data/reid_cat\0005\0005_013.JPG,0005,0005_013,JPEG,7990272,1.33,RGB,0.6931295394897461
data/reid_cat\0005\0005_014.JPG,0005,0005_014,JPEG,7990272,1.33,RGB,0.704676628112793
data/reid_cat\0005\0005_015.JPG,0005,0005_015,JPEG,7990272,1.33,RGB,0.7165737152099609
data/reid_cat\0005\0005_016.JPG,0005,0005_016,JPEG,7990272,1.33,RGB,0.691868782043457
data/reid_cat\0005\0005_017.JPG,0005,0005_017,JPEG,14155776,1.5,RGB,0.7286739349365234
data/reid_cat\0005\0005_018.JPG,0005,0005_018,JPEG,14155776,1.5,RGB,0.7011785507202148
data/reid_cat\0005\0005_019.JPG,0005,0005_019,JPEG,14155776,1.5,RGB,0.7260522842407227
data/reid_cat\0005\0005_020.JPG,0005,0005_020,JPEG,14155776,1.5,RGB,0.7651586532592773
data/reid_cat\0005\0005_021.JPG,0005,0005_021,JPEG,14155776,1.5,RGB,1.0298099517822266
data/reid_cat\0005\0005_022.JPG,0005,0005_022,JPEG,14155776,1.5,RGB,1.0770130157470703
data/reid_cat\0005\0005_023.JPG,0005,0005_023,JPEG,14155776,1.5,RGB,1.1186885833740234
data/reid_cat\0005\0005_024.JPG,0005,0005_024,JPEG,14155776,1.5,RGB,1.1104698181152344
data/reid_cat\0005\0005_025.JPG,0005,0005_025,JPEG,14155776,1.5,RGB,1.0788545608520508
data/reid_cat\0005\0005_026.JPG,0005,0005_026,JPEG,14155776,1.5,RGB,1.0092897415161133
data/reid_cat\0005\0005_027.JPG,0005,0005_027,JPEG,14155776,1.5,RGB,1.1218290328979492
data/reid_cat\0005\0005_028.JPG,0005,0005_028,JPEG,14155776,1.5,RGB,0.9425487518310547
data/reid_cat\0005\0005_029.JPG,0005,0005_029,JPEG,14155776,1.5,RGB,1.075251579284668
data/reid_cat\0005\0005_030.JPG,0005,0005_030,JPEG,14155776,1.5,RGB,1.0539131164550781
data/reid_cat\0005\0005_031.JPG,0005,0005_031,JPEG,14155776,1.5,RGB,1.0553722381591797
data/reid_cat\0005\0005_032.JPG,0005,0005_032,JPEG,14155776,1.5,RGB,1.0925579071044922
data/reid_cat\0005\0005_033.JPG,0005,0005_033,JPEG,14155776,1.5,RGB,1.0874862670898438
data/reid_cat\0005\0005_034.JPG,0005,0005_034,JPEG,14155776,1.5,RGB,1.1917314529418945
data/reid_cat\0005\0005_035.JPG,0005,0005_035,JPEG,14155776,1.5,RGB,1.052255630493164
data/reid_cat\0005\0005_036.JPG,0005,0005_036,JPEG,14155776,1.5,RGB,1.0432300567626953
data/reid_cat\0005\0005_037.JPG,0005,0005_037,JPEG,14155776,1.5,RGB,1.143331527709961
data/reid_cat\0005\0005_038.JPG,0005,0005_038,JPEG,14155776,1.5,RGB,0.9802350997924805
data/reid_cat\0005\0005_039.JPG,0005,0005_039,JPEG,14155776,1.5,RGB,1.0967988967895508
data/reid_cat\0005\0005_040.JPG,0005,0005_040,JPEG,14155776,1.5,RGB,1.1667547225952148
data/reid_cat\0006\0006_000.JPG,0006,0006_000,JPEG,7990272,1.33,RGB,0.9067840576171875
data/reid_cat\0006\0006_001.JPG,0006,0006_001,JPEG,7990272,1.33,RGB,0.9330148696899414
data/reid_cat\0006\0006_002.JPG,0006,0006_002,JPEG,7990272,1.33,RGB,0.9153499603271484
data/reid_cat\0006\0006_003.JPG,0006,0006_003,JPEG,7990272,1.33,RGB,0.9389848709106445
data/reid_cat\0006\0006_004.JPG,0006,0006_004,JPEG,7990272,1.33,RGB,0.9325027465820312
data/reid_cat\0006\0006_005.JPG,0006,0006_005,JPEG,7990272,1.33,RGB,0.9521703720092773
data/reid_cat\0006\0006_006.JPG,0006,0006_006,JPEG,7990272,1.33,RGB,0.9816370010375977
data/reid_cat\0006\0006_007.JPG,0006,0006_007,JPEG,7990272,1.33,RGB,0.9691953659057617
data/reid_cat\0006\0006_008.JPG,0006,0006_008,JPEG,7990272,1.33,RGB,0.9301033020019531
data/reid_cat\0006\0006_009.JPG,0006,0006_009,JPEG,7990272,1.33,RGB,0.9309682846069336
data/reid_cat\0006\0006_010.JPG,0006,0006_010,JPEG,7990272,1.33,RGB,0.8967294692993164
data/reid_cat\0006\0006_011.JPG,0006,0006_011,JPEG,7990272,1.33,RGB,0.9196767807006836
data/reid_cat\0006\0006_012.JPG,0006,0006_012,JPEG,7990272,1.33,RGB,0.9013423919677734
data/reid_cat\0006\0006_013.JPG,0006,0006_013,JPEG,7990272,1.33,RGB,0.9468450546264648
data/reid_cat\0006\0006_014.JPG,0006,0006_014,JPEG,7990272,1.33,RGB,0.9493227005004883
data/reid_cat\0006\0006_015.JPG,0006,0006_015,JPEG,7990272,1.33,RGB,0.9822759628295898
data/reid_cat\0006\0006_016.JPG,0006,0006_016,JPEG,7990272,1.33,RGB,0.9751968383789062
data/reid_cat\0006\0006_017.JPG,0006,0006_017,JPEG,7990272,1.33,RGB,0.9029216766357422
data/reid_cat\0006\0006_018.JPG,0006,0006_018,JPEG,7990272,1.33,RGB,0.9361295700073242
data/reid_cat\0006\0006_019.JPG,0006,0006_019,JPEG,7990272,1.33,RGB,0.6491851806640625
data/reid_cat\0006\0006_020.JPG,0006,0006_020,JPEG,7990272,1.33,RGB,0.6302824020385742
data/reid_cat\0006\0006_021.JPG,0006,0006_021,JPEG,7990272,1.33,RGB,0.6782398223876953
data/reid_cat\0006\0006_022.JPG,0006,0006_022,JPEG,7990272,1.33,RGB,0.5630035400390625
data/reid_cat\0006\0006_023.JPG,0006,0006_023,JPEG,7990272,1.33,RGB,0.5705995559692383
data/reid_cat\0006\0006_024.JPG,0006,0006_024,JPEG,14155776,1.5,RGB,1.0677528381347656
data/reid_cat\0006\0006_025.JPG,0006,0006_025,JPEG,14155776,1.5,RGB,0.9084758758544922
data/reid_cat\0006\0006_026.JPG,0006,0006_026,JPEG,14155776,1.5,RGB,0.9430017471313477
data/reid_cat\0006\0006_027.JPG,0006,0006_027,JPEG,14155776,1.5,RGB,1.0109777450561523
data/reid_cat\0006\0006_028.JPG,0006,0006_028,JPEG,14155776,1.5,RGB,0.988922119140625
data/reid_cat\0006\0006_029.JPG,0006,0006_029,JPEG,14155776,1.5,RGB,0.9882373809814453
data/reid_cat\0006\0006_030.JPG,0006,0006_030,JPEG,14155776,1.5,RGB,0.9368734359741211
data/reid_cat\0006\0006_031.JPG,0006,0006_031,JPEG,14155776,1.5,RGB,0.9873037338256836
data/reid_cat\0006\0006_032.JPG,0006,0006_032,JPEG,14155776,1.5,RGB,0.9383678436279297
data/reid_cat\0006\0006_033.JPG,0006,0006_033,JPEG,14155776,1.5,RGB,1.0154142379760742
data/reid_cat\0006\0006_034.JPG,0006,0006_034,JPEG,14155776,1.5,RGB,1.04449462890625
data/reid_cat\0006\0006_035.JPG,0006,0006_035,JPEG,14155776,1.5,RGB,1.0446443557739258
data/reid_cat\0006\0006_036.JPG,0006,0006_036,JPEG,14155776,1.5,RGB,1.0303707122802734
data/reid_cat\0006\0006_037.JPG,0006,0006_037,JPEG,14155776,1.5,RGB,0.9107246398925781
data/reid_cat\0006\0006_038.JPG,0006,0006_038,JPEG,14155776,1.5,RGB,0.9064750671386719
data/reid_cat\0006\0006_039.JPG,0006,0006_039,JPEG,14155776,1.5,RGB,1.0079593658447266
data/reid_cat\0007\0007_000.JPG,0007,0007_000,JPEG,7990272,1.33,RGB,1.2547569274902344
data/reid_cat\0007\0007_001.JPG,0007,0007_001,JPEG,7990272,1.33,RGB,1.214670181274414
data/reid_cat\0007\0007_002.JPG,0007,0007_002,JPEG,7990272,1.33,RGB,1.2600202560424805
data/reid_cat\0007\0007_003.JPG,0007,0007_003,JPEG,7990272,1.33,RGB,1.2359685897827148
data/reid_cat\0007\0007_004.JPG,0007,0007_004,JPEG,7990272,1.33,RGB,1.301666259765625
data/reid_cat\0007\0007_005.JPG,0007,0007_005,JPEG,7990272,1.33,RGB,1.3214330673217773
data/reid_cat\0007\0007_006.JPG,0007,0007_006,JPEG,7990272,1.33,RGB,1.4478130340576172
data/reid_cat\0007\0007_007.JPG,0007,0007_007,JPEG,7990272,1.33,RGB,1.1351823806762695
data/reid_cat\0007\0007_008.JPG,0007,0007_008,JPEG,7990272,1.33,RGB,1.214080810546875
data/reid_cat\0007\0007_009.JPG,0007,0007_009,JPEG,7990272,1.33,RGB,1.2065410614013672
data/reid_cat\0007\0007_010.JPG,0007,0007_010,JPEG,7990272,1.33,RGB,1.1906967163085938
data/reid_cat\0007\0007_011.JPG,0007,0007_011,JPEG,7990272,1.33,RGB,1.2484130859375
data/reid_cat\0007\0007_012.JPG,0007,0007_012,JPEG,7990272,1.33,RGB,1.2976417541503906
data/reid_cat\0007\0007_013.JPG,0007,0007_013,JPEG,7990272,1.33,RGB,1.2816886901855469
data/reid_cat\0007\0007_014.JPG,0007,0007_014,JPEG,7990272,1.33,RGB,1.015070915222168
data/reid_cat\0007\0007_015.JPG,0007,0007_015,JPEG,7990272,1.33,RGB,1.1463079452514648
data/reid_cat\0007\0007_016.JPG,0007,0007_016,JPEG,7990272,1.33,RGB,1.0648517608642578
data/reid_cat\0007\0007_017.JPG,0007,0007_017,JPEG,7990272,1.33,RGB,1.111332893371582
data/reid_cat\0007\0007_018.JPG,0007,0007_018,JPEG,7990272,1.33,RGB,1.109701156616211
data/reid_cat\0007\0007_019.JPG,0007,0007_019,JPEG,7990272,1.33,RGB,1.1805448532104492
data/reid_cat\0007\0007_020.JPG,0007,0007_020,JPEG,7990272,1.33,RGB,1.145298957824707
data/reid_cat\0007\0007_021.JPG,0007,0007_021,JPEG,7990272,1.33,RGB,1.1668310165405273
data/reid_cat\0007\0007_022.JPG,0007,0007_022,JPEG,7990272,1.33,RGB,1.1381454467773438
data/reid_cat\0007\0007_023.JPG,0007,0007_023,JPEG,7990272,1.33,RGB,1.233454704284668
data/reid_cat\0007\0007_024.JPG,0007,0007_024,JPEG,7990272,1.33,RGB,1.1494321823120117
data/reid_cat\0007\0007_025.JPG,0007,0007_025,JPEG,7990272,1.33,RGB,1.0964574813842773
data/reid_cat\0007\0007_026.JPG,0007,0007_026,JPEG,7990272,1.33,RGB,1.1773767471313477
data/reid_cat\0007\0007_027.JPG,0007,0007_027,JPEG,7990272,1.33,RGB,1.1628589630126953
data/reid_cat\0007\0007_028.JPG,0007,0007_028,JPEG,7990272,1.33,RGB,1.2461814880371094
data/reid_cat\0007\0007_029.JPG,0007,0007_029,JPEG,7990272,1.33,RGB,1.243682861328125
data/reid_cat\0007\0007_030.JPG,0007,0007_030,JPEG,7990272,1.33,RGB,1.2029991149902344
data/reid_cat\0007\0007_031.JPG,0007,0007_031,JPEG,7990272,1.33,RGB,1.2115106582641602
data/reid_cat\0007\0007_032.JPG,0007,0007_032,JPEG,7990272,1.33,RGB,1.3199329376220703
data/reid_cat\0007\0007_033.JPG,0007,0007_033,JPEG,14155776,1.5,RGB,1.7830924987792969
data/reid_cat\0007\0007_034.JPG,0007,0007_034,JPEG,14155776,1.5,RGB,1.5230731964111328
data/reid_cat\0007\0007_035.JPG,0007,0007_035,JPEG,14155776,1.5,RGB,1.5036907196044922
data/reid_cat\0007\0007_036.JPG,0007,0007_036,JPEG,14155776,1.5,RGB,1.3604936599731445
data/reid_cat\0007\0007_037.JPG,0007,0007_037,JPEG,14155776,1.5,RGB,1.4328117370605469
data/reid_cat\0007\0007_038.JPG,0007,0007_038,JPEG,14155776,1.5,RGB,1.6465520858764648
data/reid_cat\0007\0007_039.JPG,0007,0007_039,JPEG,14155776,1.5,RGB,1.1847572326660156
data/reid_cat\0007\0007_040.JPG,0007,0007_040,JPEG,14155776,1.5,RGB,1.1493463516235352
data/reid_cat\0008\0008_000.JPG,0008,0008_000,JPEG,7990272,1.33,RGB,0.7493782043457031
data/reid_cat\0008\0008_001.JPG,0008,0008_001,JPEG,7990272,1.33,RGB,0.6609382629394531
data/reid_cat\0008\0008_002.JPG,0008,0008_002,JPEG,7990272,1.33,RGB,0.6664514541625977
data/reid_cat\0008\0008_003.JPG,0008,0008_003,JPEG,7990272,1.33,RGB,0.6707773208618164
data/reid_cat\0008\0008_004.JPG,0008,0008_004,JPEG,7990272,1.33,RGB,0.6265411376953125
data/reid_cat\0008\0008_005.JPG,0008,0008_005,JPEG,7990272,1.33,RGB,0.719670295715332
data/reid_cat\0008\0008_006.JPG,0008,0008_006,JPEG,7990272,1.33,RGB,0.764378547668457
data/reid_cat\0008\0008_007.JPG,0008,0008_007,JPEG,7990272,1.33,RGB,0.7530374526977539
data/reid_cat\0008\0008_008.JPG,0008,0008_008,JPEG,7990272,1.33,RGB,0.7670440673828125
data/reid_cat\0008\0008_009.JPG,0008,0008_009,JPEG,7990272,1.33,RGB,0.6937179565429688
data/reid_cat\0008\0008_010.JPG,0008,0008_010,JPEG,7990272,1.33,RGB,0.7706174850463867
data/reid_cat\0008\0008_011.JPG,0008,0008_011,JPEG,7990272,1.33,RGB,0.7452983856201172
data/reid_cat\0008\0008_012.JPG,0008,0008_012,JPEG,7990272,1.33,RGB,0.75750732421875
data/reid_cat\0008\0008_013.JPG,0008,0008_013,JPEG,7990272,1.33,RGB,0.7474441528320312
data/reid_cat\0008\0008_014.JPG,0008,0008_014,JPEG,7990272,1.33,RGB,0.7251138687133789
data/reid_cat\0008\0008_015.JPG,0008,0008_015,JPEG,7990272,1.33,RGB,0.6378860473632812
data/reid_cat\0008\0008_016.JPG,0008,0008_016,JPEG,14155776,1.5,RGB,1.1722946166992188
data/reid_cat\0008\0008_017.JPG,0008,0008_017,JPEG,14155776,1.5,RGB,1.1498212814331055
data/reid_cat\0009\0009_000.JPG,0009,0009_000,JPEG,7990272,1.33,RGB,0.7498197555541992
data/reid_cat\0009\0009_001.JPG,0009,0009_001,JPEG,7990272,1.33,RGB,0.7103281021118164
data/reid_cat\0009\0009_002.JPG,0009,0009_002,JPEG,7990272,1.33,RGB,0.7138156890869141
data/reid_cat\0009\0009_003.JPG,0009,0009_003,JPEG,7990272,1.33,RGB,0.6988029479980469
data/reid_cat\0009\0009_004.JPG,0009,0009_004,JPEG,7990272,1.33,RGB,0.7025918960571289
data/reid_cat\0009\0009_005.JPG,0009,0009_005,JPEG,7990272,1.33,RGB,0.6943836212158203
data/reid_cat\0009\0009_006.JPG,0009,0009_006,JPEG,7990272,1.33,RGB,0.7285671234130859
data/reid_cat\0009\0009_007.JPG,0009,0009_007,JPEG,7990272,1.33,RGB,0.7317361831665039
data/reid_cat\0009\0009_008.JPG,0009,0009_008,JPEG,7990272,1.33,RGB,0.7402715682983398
data/reid_cat\0009\0009_009.JPG,0009,0009_009,JPEG,7990272,1.33,RGB,0.7255887985229492
